phase_bin,phase_deg,x_m,x_mm,Nu_fin_z_min,Nu_fin_z_max
4,101.25,-0.011590457499999998,-11.590457499999998,nan,nan
4,101.25,-0.011244312499999999,-11.2443125,nan,nan
4,101.25,-0.0108981675,-10.8981675,12.070786789283082,12.070426244219126
4,101.25,-0.010552022500000001,-10.552022500000001,nan,nan
4,101.25,-0.010205877499999998,-10.205877499999998,nan,nan
4,101.25,-0.0098597325,-9.8597325,10.286519558102896,10.285770602585188
4,101.25,-0.0095135875,-9.5135875,nan,nan
4,101.25,-0.009167442500000001,-9.167442500000002,nan,nan
4,101.25,-0.008821297499999999,-8.821297499999998,9.245484351513637,9.244758747345973
4,101.25,-0.0084751525,-8.4751525,nan,nan
4,101.25,-0.0081290075,-8.1290075,nan,nan
4,101.25,-0.0077828625,-7.7828625,8.657504664548249,8.657036140438885
4,101.25,-0.0074367175,-7.4367175,nan,nan
4,101.25,-0.0070905725,-7.0905724999999995,nan,nan
4,101.25,-0.0067444275000000005,-6.7444275000000005,8.214816982326518,8.214655910069808
4,101.25,-0.0063982825,-6.3982825,6.164894329499611,6.1646456122280275
4,101.25,-0.0060521375,-6.0521375,5.235648051170127,5.236441008583467
4,101.25,-0.0057059925,-5.7059925,2.8670946011828655,2.8669415402102003
4,101.25,-0.005359847500000001,-5.359847500000001,4.38372333328228,4.38350439942478
4,101.25,-0.005013702500000001,-5.013702500000001,5.880929850965912,5.888882392975213
4,101.25,-0.0046675575,-4.6675575,2.4860268228383133,2.4858553924101523
4,101.25,-0.0043214125,-4.3214125,4.8202594441426365,4.81447310861978
4,101.25,-0.003975267500000001,-3.9752675000000006,5.814367452290192,5.845304154871815
4,101.25,-0.003629122500000001,-3.6291225000000007,3.008660387280839,3.0099391490312666
4,101.25,-0.0032829775,-3.2829775,4.278806145116875,4.288985759410331
4,101.25,-0.0029368325,-2.9368325,5.763021654277395,5.69995051676899
4,101.25,-0.002590687500000001,-2.590687500000001,3.5099615489601663,3.5178697330318784
4,101.25,-0.002244542500000001,-2.244542500000001,1.7690883594671838,1.772553320554665
4,101.25,-0.0018983975000000002,-1.8983975000000002,5.444529269625731,5.449509175364087
4,101.25,-0.0015522525000000002,-1.5522525000000003,2.8699755050765274,2.875344484164109
4,101.25,-0.0012061075000000011,-1.2061075000000012,1.937455934368019,1.9402098100162877
4,101.25,-0.0008599625000000012,-0.8599625000000012,4.533578950202996,4.536397577462847
4,101.25,-0.0005138175000000004,-0.5138175000000004,2.093138473844576,2.0959895252184384
4,101.25,-0.0001676725000000004,-0.1676725000000004,4.9526069663881955,4.885848468529211
4,101.25,0.0001784724999999987,0.1784724999999987,1.2302951450173185,1.2312304844743014
4,101.25,0.0005246174999999987,0.5246174999999986,5.367627848408161,5.370743298373867
4,101.25,0.0008707624999999995,0.8707624999999994,4.69812897091322,4.711256718308501
4,101.25,0.0012169074999999994,1.2169074999999994,1.176561894033773,1.1768036123221537
